scope,spoken_form,action,language_scope,lists_used,source
Global,mute chat,key(ctrl-shift-m),,,apps\whatsapp_windows_desktop.talon
Global,open profile,key(ctrl-p),,,apps\whatsapp_windows_desktop.talon
Global,unread chat,key(ctrl-shift-u),,,apps\whatsapp_windows_desktop.talon
Global,open chat info,key(ctrl-shift-i),,,apps\whatsapp_windows_desktop.talon
Global,delete chat,key(ctrl-backspace),,,apps\whatsapp_windows_desktop.talon
Global,archive chat,key(ctrl-shift-n),,,apps\whatsapp_windows_desktop.talon
Global,delete message,key(ctrl-shift-x),,,apps\whatsapp_windows_desktop.talon
Global,reply message,key(ctrl-shift-r),,,apps\whatsapp_windows_desktop.talon
Global,forward message,key(ctrl-shift-f),,,apps\whatsapp_windows_desktop.talon
Global,pin chat,key(ctrl-shift-p),,,apps\whatsapp_windows_desktop.talon
Global,close app,key(alt-f4),,,apps\whatsapp_windows_desktop.talon
Global,close search,key(esc),,,apps\whatsapp_windows_desktop.talon
Global,previous tab,key(ctrl-shift-tab),,,apps\whatsapp_windows_desktop.talon
Global,next tab,key(ctrl-tab),,,apps\whatsapp_windows_desktop.talon
Global,bold text," insert(""*"") key(left) key(right)",,,apps\whatsapp_windows_desktop.talon
Global,italic text," insert(""_"") key(left) key(right)",,,apps\whatsapp_windows_desktop.talon
Global,strike text," insert(""~"") key(left) key(right)",,,apps\whatsapp_windows_desktop.talon
Global,monospace text," insert(""```"") key(left) key(left) key(left)",,,apps\whatsapp_windows_desktop.talon
Global,title,WhatsApp,,,apps\whats_app.talon
Global,new chat,key(ctrl-n),,,apps\whats_app.talon
Global,close chat,key(ctrl-w),,,apps\whats_app.talon
Global,search,key(ctrl-f),,,apps\whats_app.talon
Global,search in chat,key(ctrl-shift-f),,,apps\whats_app.talon
Global,profile,key(ctrl-p),,,apps\whats_app.talon
Global,mute chat,key(ctrl-shift-m),,,apps\whats_app.talon
Global,toggle read,key(ctrl-shift-u),,,apps\whats_app.talon
Global,emoji panel,key(ctrl-shift-e),,,apps\whats_app.talon
Global,gif panel,key(ctrl-shift-g),,,apps\whats_app.talon
Global,sticker panel,key(ctrl-shift-s),,,apps\whats_app.talon
Global,previous chat,key(ctrl-shift-[),,,apps\whats_app.talon
Global,next chat,key(ctrl-shift-]),,,apps\whats_app.talon
Global,open chat <user.number>, key(ctrl:down) input(number) key(ctrl:up),,,apps\whats_app.talon
Global,edit last message,key(ctrl-up),,,apps\whats_app.talon
Global,zoom in,key(ctrl-+),,,apps\whats_app.talon
Global,zoom out,key(ctrl--),,,apps\whats_app.talon
WindowsTerminal.exe,tag(),terminal,,,apps\windows_terminal.talon
WindowsTerminal.exe,tag(),user.tabs,,,apps\windows_terminal.talon
WindowsTerminal.exe,tab new,key(ctrl-shift-t),,,apps\windows_terminal.talon
WindowsTerminal.exe,tab close,key(ctrl-shift-w),,,apps\windows_terminal.talon
WindowsTerminal.exe,pane split,key(ctrl-shift-d),,,apps\windows_terminal.talon
WindowsTerminal.exe,move focus,key(ctrl-shift-'),,,apps\windows_terminal.talon
WindowsTerminal.exe,move focus <number_small>, key(ctrl-shift-') repeat(number_small-1),,,apps\windows_terminal.talon
WindowsTerminal.exe,move focus left,key(ctrl-shift-left),,,apps\windows_terminal.talon
WindowsTerminal.exe,move focus right,key(ctrl-shift-right),,,apps\windows_terminal.talon
WindowsTerminal.exe,move focus up,key(ctrl-shift-up),,,apps\windows_terminal.talon
WindowsTerminal.exe,move focus down,key(ctrl-shift-down),,,apps\windows_terminal.talon
WindowsTerminal.exe,move pane,key(ctrl-shift-'),,,apps\windows_terminal.talon
WindowsTerminal.exe,move pane <number_small>, key(ctrl-shift-') repeat(number_small-1),,,apps\windows_terminal.talon
WindowsTerminal.exe,move pane left,key(ctrl-shift-left),,,apps\windows_terminal.talon
WindowsTerminal.exe,move pane right,key(ctrl-shift-right),,,apps\windows_terminal.talon
WindowsTerminal.exe,move pane up,key(ctrl-shift-up),,,apps\windows_terminal.talon
WindowsTerminal.exe,resize pane,key(ctrl-shift-'),,,apps\windows_terminal.talon
WindowsTerminal.exe,export text," key(ctrl-shift-p) sleep(100ms) insert(""export "") sleep(50ms) key(enter)",,,apps\windows_terminal.talon
WindowsTerminal.exe,go [command] palette, key(ctrl-shift-p),,,apps\windows_terminal.talon
WindowsTerminal.exe,hunt this,key(ctrl-shift-f),,,apps\windows_terminal.talon
WindowsTerminal.exe,create issue [<user.text>]," insert(""gh issue create "") insert(user.text)",,,apps\windows_terminal.talon
WindowsTerminal.exe,dotnet restore," insert(""dotnet restore"") sleep(100ms) key(enter)",,,apps\windows_terminal.talon
WindowsTerminal.exe,start rails server," insert(""rails server"") sleep(100ms) key(enter)",,,apps\windows_terminal.talon
WindowsTerminal.exe,create rails controller," insert(""rails generate controller name action "")",,,apps\windows_terminal.talon
WindowsTerminal.exe,select all,key(ctrl-shift-a),,,apps\windows_terminal.talon
WindowsTerminal.exe,copy that,key(ctrl-c),,,apps\windows_terminal.talon
Global,os,windows,,,apps\windows_terminal_unix.talon
windows_terminal,title,/^mark_unix/,,,apps\windows_terminal_unix.talon
zoom,unmute, key(alt-a) speech.disable(),,,apps\zoom.talon
zoom,and mode,sleep,,,apps\zoom_mute.talon
zoom,mute zoom, key(alt + a) speech.enable(),,,apps\zoom_mute.talon
Global,emoji {user.emoji},user.paste(emoji),,,core\global.talon
Global,^game mode$," mode.enable(""game"") mode.enable(""command"") mode.disable(""dictation"") mode.disable(""sleep"")",,,core\global.talon
Global,^game mode off$," mode.disable(""game"")",,,core\global.talon
Global,pick <number_small>,user.pick_item(number_small),,,core\global.talon
Global,pick to,user.pick_item(2),,,core\global.talon
Global,pick <user.word>," ""{word}"" key(enter)",,,core\global.talon
Global,pick <user.letters>," ""{letters}"" key(enter)",,,core\global.talon
Global,[save to] disk,key(ctrl-s),,,core\global.talon
Global,context menu,key(menu),,,core\global.talon
Global,help search selection, key(ctrl-c) sleep(500ms) text = clip.text() user.help_search(text),,,core\global.talon
Global,taskbar toggle, user.toggle_taskbar(),,,core\global.talon
Global,snipping tool,key(super-shift-s),,,core\global.talon
Global,[touch] screen one," mouse_move(-680, 480) mouse_click(0)",,,core\global.talon
Global,[touch] screen two," mouse_move(986, 470) mouse_click(0)",,,core\global.talon
Global,mouse last position, mouse_coordinates = clip.text() user.move_mouse_from_string(mouse_coordinates),,,core\global.talon
Global,command palette,key(super-alt-space),,,core\global.talon
Global,talon lists show [<user.text>],"user.show_talon_lists(user.text or """")",,,core\global.talon
Global,snip folder local documents,"insert(""C:\\Users\\MPhil\\Documents"")",,,core\global.talon
Global,snip folder downloads,"insert(""C:\\Users\\MPhil\\Downloads"")",,,core\global.talon
Global,snip folder pictures,"insert(""C:\\Users\\MPhil\\OneDrive\\Pictures"")",,,core\global.talon
Global,snip folder one drive documents,"insert(""C:\\Users\\MPhil\\OneDrive\\Documents"")",,,core\global.talon
Global,snip folder desktop,"insert(""C:\\Users\\MPhil\\Desktop"")",,,core\global.talon
Global,snip folder desktop pictures,"insert(""C:\\DesktopPictures"")",,,core\global.talon
Global,snip folder repose,"insert(""C:\\Users\\MPhil\\source\\repos"")",,,core\global.talon
Global,start twitch bot,"user.system_command(""c:/Users/MPhil/source/repos/TwitchBot01/launch-bot.bat"")",,,core\global.talon
Global,hover,user.move_cursor_to_gaze_point(),,,core\global.talon
Global,tab clothes,user.tab_close_wrapper(),,,core\global.talon
Global,(ask it) | (basket)," insert(""?"") sleep(200ms) key(enter)",,,core\global.talon
Global,total <user.prose>$,"user.insert_formatted(prose, ""CAPITALIZE_ALL_WORDS"")",,,core\global.talon
Global,glide [cursor],key(super-alt-.),,,core\global.talon
Global,not app,devenv.exe,,,core\global_not_visual_studio.talon
devenv.exe,order by, insert('.OrderBy(x => x)') sleep(100ms) key(left) sleep(100ms) insert('.'),,,custom_voice_coding\csharp.talon
devenv.exe,order by descending, insert('.OrderByDescending(x => x)') sleep(100ms) key(left) sleep(100ms) insert('.'),,,custom_voice_coding\csharp.talon
devenv.exe,group by, insert('.GroupBy(x => x)') sleep(100ms) key(left) sleep(100ms) insert('.'),,,custom_voice_coding\csharp.talon
devenv.exe,where clause, insert('.Where(x => x)') sleep(100ms) key(left) sleep(100ms) insert('.'),,,custom_voice_coding\csharp.talon
devenv.exe,first or default, insert('.FirstOrDefault()') sleep(100ms) key(left),,,custom_voice_coding\csharp.talon
devenv.exe,first or default async, insert('.FirstOrDefaultAsync()') sleep(100ms) key(left),,,custom_voice_coding\csharp.talon
devenv.exe,arrow operator,"insert("" => "")",,,custom_voice_coding\csharp.talon
devenv.exe,lambda operator <user.letter>," insert(letter) sleep(100ms) insert("" => "" + letter) sleep(100ms)",,,custom_voice_coding\csharp.talon
devenv.exe,funk contains," insert('.Contains("""")') sleep(100ms) key(left left) sleep(100ms)",,,custom_voice_coding\csharp.talon
devenv.exe,then by, insert('.ThenBy(x => x)') sleep(100ms) key(left) sleep(100ms) insert('.'),,,custom_voice_coding\csharp.talon
devenv.exe,then by descending, insert('.ThenByDescending(x => x)') sleep(100ms) key(left) sleep(100ms) insert('.'),,,custom_voice_coding\csharp.talon
devenv.exe,for each loop," insert(""foreach"") sleep(100ms) key(ctrl-j) sleep(100ms) key(tab tab)",,,custom_voice_coding\csharp.talon
devenv.exe,not equal empty,"insert("" != null "")",,,custom_voice_coding\csharp.talon
devenv.exe,to upper,"insert("".ToUpper()"")",,,custom_voice_coding\csharp.talon
devenv.exe,to lower,"insert("".ToLower()"")",,,custom_voice_coding\csharp.talon
devenv.exe,generic list," insert(""List<>"") key(left) sleep(100ms) insert(""string"") key(shift-ctrl-left)",,,custom_voice_coding\csharp.talon
Global,settings(), # Stop continuous scroll/gaze scroll with a pop user.mouse_enable_pop_stops_scroll = false # Stop pop click with 'control mouse' mode user.mouse_enable_pop_click = 0 # Stop mouse scroll down using hiss noise user.mouse_enable_hiss_scroll = false,,,custom_voice_coding\global_code_writing_helper.talon
Global,sharp <user.text>, user.run_application_csharp_database_command(text),,,custom_voice_coding\global_code_writing_helper.talon
Global,capital smash <user.text>, result = user.capital_strip(text) insert(result),,,custom_voice_coding\global_code_writing_helper.talon
Global,(ad tag) | (add tag) <user.text>," user.run_application_csharp_database_command(""add tag "" + text)",,,custom_voice_coding\global_code_writing_helper.talon
Global,search old list <user.text>, user.run_application_search_intellisense(text),,,custom_voice_coding\global_code_writing_helper.talon
Global,search list <user.text>, user.run_application_voice_admin_windows_forms(text),,,custom_voice_coding\global_code_writing_helper.talon
Global,{user.snippet_language} {user.snippet_category},"user.run_application_voice_admin_windows_forms_language_category(snippet_language, snippet_category)",,,custom_voice_coding\global_code_writing_helper.talon
Global,launch {user.launcher_category},user.run_application_voice_admin_windows_forms_launcher(launcher_category),,,custom_voice_coding\global_code_writing_helper.talon
Global,what can I say,"user.run_application_voice_admin_windows_forms_launcher(""Talon Search"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,what can I say new,user.launch_talon_voice_command_server(),,,custom_voice_coding\global_code_writing_helper.talon
Global,launch {user.launcher_category} <user.text>,"user.run_application_voice_admin_windows_forms_launcher_with_parameter(launcher_category, text)",,,custom_voice_coding\global_code_writing_helper.talon
Global,go [to] documents,"user.folder_navigate(""C:\\Users\\MPhil\\OneDrive\\Documents"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,go [to] downloads,"user.folder_navigate(""C:\\Users\\MPhil\\Downloads"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,go [to] desktop,"user.folder_navigate(""C:\\Users\\MPhil\\Desktop"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,go [to] pictures,"user.folder_navigate(""C:\\Users\\MPhil\\OneDrive\\Pictures"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,go [to] desktop pictures,"user.folder_navigate(""C:\\DesktopPictures"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,go [to] videos,"user.folder_navigate(""C:\\Users\\MPhil\\Videos"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,launch voice admin,user.launch_voice_admin(),,,custom_voice_coding\global_code_writing_helper.talon
Global,launch realtime," key(super-r) sleep(300ms) insert(""cmd"") sleep(600ms) key(enter) sleep(600ms) insert(""cd c:\\Users\\MPhil\\source\\repos\\RealtimeAIApp\\RealtimeFormApp"") sleep(600ms) key(enter) sleep(600ms) insert(""dotnet run --configuration Release --urls http://localhost:5006"") sleep(300ms) key(enter) user.open_url(""http://localhost:5006"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,launch dictation chat," user.open_url(""http://localhost:5000/chat"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,left select,key(ctrl-shift-left),,,custom_voice_coding\global_code_writing_helper.talon
Global,right select,key(ctrl-shift-right),,,custom_voice_coding\global_code_writing_helper.talon
Global,<number_small> items, key(shift-down) repeat(number_small-1),,,custom_voice_coding\global_code_writing_helper.talon
Global,left <number_small> items, key(shift-left) repeat(number_small-1),,,custom_voice_coding\global_code_writing_helper.talon
Global,right <number_small> items, key(shift-right) repeat(number_small-1),,,custom_voice_coding\global_code_writing_helper.talon
Global,move down <number_small>, key(down) repeat(number_small-1),,,custom_voice_coding\global_code_writing_helper.talon
Global,move up <number_small>, key(up) repeat(number_small-1),,,custom_voice_coding\global_code_writing_helper.talon
Global,move left <number_small>, key(left) repeat(number_small-1),,,custom_voice_coding\global_code_writing_helper.talon
Global,move right <number_small>, key(right) repeat(number_small-1),,,custom_voice_coding\global_code_writing_helper.talon
Global,(double quotes in) | (quotes in)," insert(""\""\"""") sleep(300ms) key(left)",,,custom_voice_coding\global_code_writing_helper.talon
Global,(double quotes out) | (quotes out),"insert(""\""\"""")",,,custom_voice_coding\global_code_writing_helper.talon
Global,brackets in," insert(""()"") sleep(300ms) key(left)",,,custom_voice_coding\global_code_writing_helper.talon
Global,brackets out,"insert(""()"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,[curly] braces in," insert(""{}"") sleep(300ms) key(left)",,,custom_voice_coding\global_code_writing_helper.talon
Global,[curly] braces out,"insert(""{}"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,angle brackets in," insert(""<>"") sleep(300ms) key(left)",,,custom_voice_coding\global_code_writing_helper.talon
Global,pipes out,"insert("" || "")",,,custom_voice_coding\global_code_writing_helper.talon
Global,ampersands out,"insert("" && "")",,,custom_voice_coding\global_code_writing_helper.talon
Global,equals out,"insert("" == "")",,,custom_voice_coding\global_code_writing_helper.talon
Global,if statement razor," insert(""@if (true) { }"") sleep(100ms) key(escape) sleep(100ms) key(left left left left left) key(shift-ctrl-left)",,,custom_voice_coding\global_code_writing_helper.talon
Global,build like <user.text>," clause = "" LIKE '%{text}%'"" insert(clause)",,,custom_voice_coding\global_code_writing_helper.talon
Global,new block brackets," key(end) key(enter) insert(""{}"") key(left) sleep(100ms) key(enter) key(up)",,,custom_voice_coding\global_code_writing_helper.talon
Global,move line into braces, key(end) key(down down) key(home) key(shift-end) key(delete) key(delete) sleep(50ms) key(ctrl-f1) key(ctrl-f4),,,custom_voice_coding\global_code_writing_helper.talon
Global,custom languages,"user.open_url(""https://github.com/Mark-Phillipson/talon_my_stuff/blob/bd0e11dac2957e8cfe1061d0097e832fc10514cd/custom_voice_coding/custom_snippet_languages.py#L7-L8"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,custom categories,"user.open_url(""https://github.com/Mark-Phillipson/talon_my_stuff/blob/5d910569f482265b8f1ee53b52459b7596fb4a05/custom_voice_coding/custom_snippet_category.py#L12"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,custom launcher categories,"user.open_url(""https://github.com/Mark-Phillipson/talon_my_stuff/blob/a3ca27e064553a88fdb597584b89622b5630533c/custom_voice_coding/custom_launcher_category.py#L7-L8"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,custom attributes,"user.open_url(""https://github.com/Mark-Phillipson/talon_my_stuff/blob/4492ceb5a75c6d4978d43106bc6a9e351596ef0e/custom_voice_coding/html_attributes.py#L7"")",,,custom_voice_coding\global_code_writing_helper.talon
Global,sequel {user.sql_keywords},insert(user.sql_keywords),,,custom_voice_coding\global_code_writing_helper.talon
Global,keyword {user.keywords},insert(user.keywords),,,custom_voice_coding\keywords.talon
Global,attribute {user.html_attributes}, insert(user.html_attributes) insert(' ') key(left left),,,custom_voice_coding\keywords.talon
Global,app.exe,colobot.exe,,,games\colbot.talon
Global,settings(), user.mode_indicator_show = 0 # Choose how pop click should work in 'control mouse' mode # 0 = off # 1 = on with eyetracker but not zoom mouse mode # 2 = on but not with zoom mouse mode user.mouse_enable_pop_click = 0 key_hold = 32 # Zoom Mouse Options tracking.zoom_live = true tracking.zoom_height = 300 tracking.zoom_width = 300 tracking.zoom_scale = 4 ,,,games\colbot.talon
Global,game <user.arrow_key>, key(arrow_key) repeat(4),,,games\colbot.talon
Global,fly <user.arrow_key>, key(arrow_key) repeat(7) sleep(50ms) key(arrow_key) repeat(7) sleep(50ms),,,games\colbot.talon
Global,move forward, key(up),,,games\colbot.talon
Global,move back, key(down),,,games\colbot.talon
Global,move left, key(left),,,games\colbot.talon
Global,move right, key(right),,,games\colbot.talon
Global,takeoff,key(shift),,,games\colbot.talon
Global,descend,key(ctrl),,,games\colbot.talon
Global,main action,key(e),,,games\colbot.talon
Global,astronaut,key(home),,,games\colbot.talon
Global,previous,key(keypad_0),,,games\colbot.talon
Global,camera [toggle],key(space),,,games\colbot.talon
Global,zoom [in],key(keypad_plus),,,games\colbot.talon
